ID	father	mother	sex	line	treat	d8weight	d21weight	d36weight	d78weight	age1stegg	eggNumber	batch
2228	5936	5741	F	B	Control	49	184	275	433	53	23	2
1385	5856	5838	F	B	IC	36	167	271	433	54	23	2
1381	5758	5861	F	B	IC	43	177	281	434	55	19	2
1390	5885	5805	F	B	IC	36	151	254	435	55	21	2
1371	5827	5901	F	B	IC	41	172	260	435	52	24	2
7162	5744	5806	F	B	Genistein	48	186	276	436	58	14	1
1998	5758	5861	F	B	5Aza	36	173	272	436	52	18	2
1641	5858	5740	F	B	Bisphenol	40	163	235	436	53	23	2
1660	5888	5842	F	B	Bisphenol	44	181	280	436	53	23	2
1384	5943	5887	F	B	IC	33	163	285	437	56	19	2
2026	5917	5940	F	B	5Aza	39	163	247	437	55	22	2
6621	5926	5731	F	B	IC	43	173	286	438	55	16	1
6785	5888	5842	F	B	5Aza	44	176	270	438	52	18	1
1590	5771	5834	F	B	Bisphenol	39	160	276	438	54	21	2
1646	5761	5734	F	B	Bisphenol	38	165	257	439	52	25	2
6971	5773	5748	F	B	Bisphenol	42	177	274	440	53	15	1
7348	5890	5912	F	B	Control	43.7	179	285	440	53	17	1
6582	5885	5805	F	B	IC	28.4	141	247	440	52	19	1
7398	5936	5741	F	B	Control	46	191	289	441	52	18	1
6774	5936	5741	F	B	5Aza	44.7	178	248	442	53	17	1
1391	5919	5876	F	B	IC	41	167	268	443	59	16	2
7181	5864	5947	F	B	Genistein	47	178	273	444	64	8	1
2200	5885	5805	F	B	Control	36	159	263	444	53	23	2
6560	5771	5834	F	B	IC	39	161	274	445	58	14	1
1876	5864	5947	F	B	Genistein	45	189	280	445	55	21	2
1611	5856	5838	F	B	Bisphenol	43	177	275	445	55	22	2
6765	5934	5938	F	B	5Aza	49	192	267	446	56	15	1
1389	5885	5805	F	B	IC	35	153	256	446	54	22	2
1857	5933	5715	F	B	Genistein	45	163	263	449	55	21	2
1414	5858	5740	F	B	IC	43	170	255	450	54	12	2
1834	5943	5887	F	B	Genistein	41	171	283	453	53	25	2
6932	5919	5876	F	B	Bisphenol	39	157	274	454	56	15	1
2248	5897	5899	F	B	Control	42	175	271	455	56	22	2
2226	5917	5940	F	B	Control	41	168	258	456	56	21	2
1855	5772	5780	M	B	Genistein	51	186	279	456			2
7353	5827	5901	F	B	Control	44	177	267	457	55	15	1
6914	5771	5834	F	B	Bisphenol	33.2	147	261	458	54	19	1
1831	5774	5937	M	B	Genistein	42	159	296	458			2
7141	5808	5857	F	B	Genistein	49.6	180	327	459	53	18	1
7126	5890	5912	F	B	Genistein	44.5	180	276	462	54	13	1
6947	5772	5780	F	B	Bisphenol	49	192	294	462	53	18	1
1409	5933	5715	F	B	IC	46	184	287	462	50	27	2
2193	5856	5838	F	B	Control	38	182	285	465	55	18	2
2172	5771	5834	F	B	Control	44	182	280	467	53	24	2
1640	5936	5741	F	B	Bisphenol	43	176	285	468	55	20	2
1824	5771	5834	F	B	Genistein	37	167	275	470	54	22	2
7357	5774	5937	F	B	Control	44	173	287	471	54	16	1
7375	5878	5728	F	B	Control	47.2		287	472	59	10	1
6580	5808	5857	F	B	IC	40	181	271	472	52	19	1
1983	5771	5834	F	B	5Aza	40	175	313	486	54	22	2
1427	5897	5899	F	B	IC	40	172	286	487	60	17	2
6590	5878	5728	F	B	IC	48	196	274	498			1
7344	5771	5834	F	B	Control	45.5	187	307	511	54	17	1
7125	5771	5834	F	B	Genistein		143	243		58	1	1
2180	5709	5906	F	B	Control	26	179	212		54	20	2
1418	5761	5734	F	B	IC	34	164	265		53	23	2
2233	5761	5734	F	B	Control	37	172	278		51	25	2
1982	5771	5834	F	B	5Aza	17	120	255				2
1623	5873	5764	M	B	Bisphenol	26	149	228				2
1647	5784	5733	F	B	Bisphenol	26	120	214				2
1594	5839	5810	F	B	Bisphenol	27	130	218				2
1635	5826	5924	F	B	Bisphenol	29	148	269				2
6567	5839	5810	F	B	IC	29	142	239				1
7152	5829	5789	M	B	Genistein	29	140	214				1
6561	5771	5834		B	IC	29.6						1
7369	5919	5876		B	Control	30						1
7134	5709	5906	F	B	Genistein	30.4	144	229				1
1402	5851	5804	M	B	IC	32	147	252				2
7153	5851	5804	M	B	Genistein	32	143	226				1
1593	5839	5810	M	B	Bisphenol	32	136	221				2
6968	5941	5904	F	B	Bisphenol	32.9	139	228				1
7128	5795	5871	F	B	Genistein	33	155	283				1
1870	5761	5734	F	B	Genistein	33	142	247				2
1643	5835	5756	M	B	Bisphenol	33	141	234				2
1875	5944	5767	F	B	Genistein	33	141	230				2
1995	5794	5766	F	B	5Aza	33	144	226				2
2223	5826	5924	F	B	Control	33	151	139				2
2176	5839	5810	F	B	Control	33	150					2
6917	5839	5810	M	B	Bisphenol	33.1	172	255				1
6969	5941	5904	M	B	Bisphenol	33.3	132	201				1
6571	5794	5766	F	B	IC	33.4	146	218				1
7149	5873	5764	M	B	Genistein	33.7	149	230				1
2004	5808	5857	F	B	5Aza	34	143	242				2
2007	5747	5801	F	B	5Aza	34	147	241				2
1648	5784	5733	M	B	Bisphenol	34	143	237				2
1604	5794	5766	M	B	Bisphenol	34	131	227				2
1398	5873	5764	M	B	IC	34	139	227				2
6944	5851	5804	M	B	Bisphenol	34.1	157	231				1
7169	5784	5733	M	B	Genistein	34.4	143	223				1
6972	5926	5731	M	B	Bisphenol	34.5	151	247				1
2034	5848	5950	F	B	5Aza	35	159	280				2
1652	5941	5904	F	B	Bisphenol	35	160	262				2
6605	5732	5727	F	B	IC	35	154	259				1
1419	5784	5733	M	B	IC	35	150	256				2
1841	5808	5857	F	B	Genistein	35	156	254				2
2210	5873	5764	M	B	Control	35	150	247				2
2242	5944	5767	F	B	Control	35	155	238				2
6597	5829	5789	M	B	IC	35		227				1
1626	5851	5804	M	B	Bisphenol	35	149	225				2
1851	5793	5711	F	B	Genistein	35	140	221				2
7129	5894	5860	M	B	Genistein	35	133	221				1
6586	5807	5891		B	IC	35						1
6927	5856	5838	M	B	Bisphenol	35.6		233				1
1825	5890	5912	F	B	Genistein	36	164	292				2
1589	5771	5834	F	B	Bisphenol	36	152	284				2
1425	5848	5950	M	B	IC	36	164	267				2
1416	5835	5756	F	B	IC	36	165	260				2
6568	5827	5901	M	B	IC	36	162	246				1
2216	5939	5908	F	B	Control	36	149	244				2
1622	5873	5764	M	B	Bisphenol	36	126	242				2
2196	5846	5832	F	B	Control	36	155	238				2
7372	5747	5801	F	B	Control	36	154	233				1
1634	5826	5924	M	B	Bisphenol	36	154	229				2
6952	5933	5715	M	B	Bisphenol	36	141	229				1
6617	5941	5904		B	IC	36						1
6936	5807	5891	M	B	Bisphenol	36.7	154	243				1
7359	5781	5701	F	B	Control	37		292				1
6762	5873	5764	F	B	5Aza	37	149	269				1
1591	5890	5912	F	B	Bisphenol	37	151	265				2
1839	5738	5927	F	B	Genistein	37	158	264				2
1392	5919	5876	F	B	IC	37	151	251				2
1838	5856	5838	F	B	Genistein	37	158	250				2
1368	5890	5912	M	B	IC	37	165	250				2
1366	5771	5834	F	B	IC	37	154	250				2
1415	5835	5756	M	B	IC	37	158	244				2
1826	5839	5810	F	B	Genistein	37	158	239				2
1401	5793	5711	M	B	IC	37	143	239				2
7350	5795	5871	M	B	Control	37	147	238				1
1871	5784	5733	F	B	Genistein	37	152	238				2
7142	5808	5857	F	B	Genistein	37	161	237				1
1420	5784	5733	M	B	IC	37	145	228				2
2003	5808	5857	F	B	5Aza	37	127	213				2
6569	5709	5906	M	B	IC	37.6	161	249				1
6579	5808	5857	F	B	IC	37.6	159	244				1
7345	5771	5834	F	B	Control	38	175	292				1
1858	5797	5862	F	B	Genistein	38	159	279				2
1984	5771	5834	F	B	5Aza	38	170	274				2
2241	5944	5767	F	B	Control	38	164	264				2
7347	5890	5912	F	B	Control	38	163	255				1
1882	5888	5842	F	B	Genistein	38	159	251				2
1400	5793	5711	F	B	IC	38	153	251				2
6933	5747	5801	M	B	Bisphenol	38	150	235				1
2020	5751	5735	F	B	5Aza	38	156	229				2
1872	5784	5733	F	B	Genistein	38	149	227				2
2231	5835	5756	F	B	Control	38	175					2
2178	5827	5901		B	Control	38						2
7382	5851	5804	F	B	Control	38.1	160	254				1
7138	5856	5838	M	B	Genistein	38.4	153	228				1
6964	5784	5733	M	B	Bisphenol	38.5	164	253				1
7346	5890	5912	F	B	Control	38.8	169	279				1
7351	5827	5901	M	B	Control	38.9	163	261				1
6602	5729	5949	M	B	IC	38.9	149	233				1
1661	5884	5803	F	B	Bisphenol	39	165	277				2
6629	5821	5819	F	B	IC	39	171	270				1
1615	5807	5891	F	B	Bisphenol	39	166	263				2
2173	5890	5912	M	B	Control	39	165	262				2
6630	5884	5803	F	B	IC	39		258				1
1394	5788	5896	F	B	IC	39	147	256				2
1367	5890	5912	M	B	IC	39	174	253				2
6982	5888	5842	F	B	Bisphenol	39	161	248				1
7131	5839	5810	F	B	Genistein	39	164	241				1
6976	5817	5913	M	B	Bisphenol	39	149	238				1
7186	5821	5819	F	B	Genistein	39	160	235				1
2238	5941	5904	F	B	Control	39	154	234				2
2219	5729	5949	M	B	Control	39	143	226				2
6576	5846	5832	M	B	IC	39	153	221				1
6622	5944	5767		B	IC	39						1
7137	5856	5838	F	B	Genistein	39.1	162	237				1
6935	5807	5891	M	B	Bisphenol	39.5		260				1
6928	5856	5838	M	B	Bisphenol	39.7	158	246				1
1383	5943	5887	F	B	IC	40	171	288				2
1592	5890	5912	F	B	Bisphenol	40	159	277				2
1630	5729	5949	M	B	Bisphenol	40	158	273				2
7176	5773	5748	M	B	Genistein	40	167	266				1
2005	5808	5857	F	B	5Aza	40	172	265				2
6923	5774	5937	M	B	Bisphenol	40	164	264				1
1376	5877	5762	M	B	IC	40	164	253				2
1616	5788	5896	F	B	Bisphenol	40	157	250				2
1662	5884	5803	F	B	Bisphenol	40	161	249				2
2251	5884	5803	M	B	Control	40	166	249				2
7361	5846	5832	F	B	Control	40	159	249				1
7151	5829	5789	M	B	Genistein	40	168	249				1
6786	5884	5803	M	B	5Aza	40	156	246				1
2217	5939	5908	F	B	Control	40	153	245				2
2008	5747	5801	F	B	5Aza	40	164	244				2
2211	5793	5711	F	B	Control	40	147	242				2
7362	5846	5832	M	B	Control	40	160	240				1
6920	5709	5906	F	B	Bisphenol	40	160	238				1
6959	5826	5924	M	B	Bisphenol	40	162	236				1
1644	5835	5756	M	B	Bisphenol	40	154	226				2
2244	5864	5947	F	B	Control	40	146	224				2
7403	5848	5950	F	B	Control	40.1	168	275				1
6589	5788	5896	M	B	IC	40.4	150	245				1
1617	5788	5896	F	B	Bisphenol	41	170	286				2
1620	5799	5907	F	B	Bisphenol	41	163	266				2
1410	5751	5735	F	B	IC	41	154	265				2
1386	5856	5838	M	B	IC	41	170	256				2
2203	5807	5891	M	B	Control	41	159	254				2
1430	5884	5803	F	B	IC	41	167	253				2
7388	5729	5949	F	B	Control	41		249				1
1369	5890	5912	M	B	IC	41	170	247				2
1633	5751	5735	F	B	Bisphenol	41	165	242				2
7163	5917	5940	M	B	Genistein	41	157	236				1
7167	5719	5708	M	B	Genistein	41	158	229				1
7174	5941	5904	F	B	Genistein	41	155	222				1
1631	5729	5949	F	B	Bisphenol	41	156	138				2
2199	5808	5857		B	Control	41						2
2206	5788	5896		B	Control	41						2
6598	5851	5804	M	B	IC	41.5	166	256				1
6973	5926	5731	M	B	Bisphenol	41.5	179	253				1
7380	5793	5711	M	B	Control	41.5	158	230				1
6587	5807	5891	F	B	IC	41.7	167	248				1
6596	5829	5789	F	B	IC	42	169	264				1
2209	5873	5764	F	B	Control	42	171	263				2
2184	5877	5762	F	B	Control	42	162	262				2
7173	5783	5782	F	B	Genistein	42	178	261				1
7159	5797	5862	F	B	Genistein	42	168	242				1
6574	5738	5927	M	B	IC	42	166	239				1
1624	5793	5711	F	B	Bisphenol	42		235				2
7360	5781	5701	M	B	Control	42.1	146	250				1
7365	5808	5857	F	B	Control	42.9	160	245				1
6628	5888	5842	F	B	IC	43	189	296				1
6922	5774	5937	F	B	Bisphenol	43	175	294				1
1844	5788	5896	F	B	Genistein	43	170	277				2
1372	5827	5901	F	B	IC	43	169	274				2
2222	5751	5735	F	B	Control	43	154	252				2
2220	5729	5949	M	B	Control	43	157	243				2
7395	5917	5940	F	B	Control	43	165	241				1
7386	5933	5715	M	B	Control	43	154	238				1
6604	5751	5735		B	IC	43						1
6575	5738	5927	M	B	IC	43.1	182	266				1
6611	5917	5940	M	B	IC	43.1	160	222				1
7166	5719	5708	M	B	Genistein	43.2	179	261				1
7404	5848	5950	F	B	Control	43.4	176	307				1
6610	5917	5940	M	B	IC	43.7	170	246				1
1649	5783	5782	F	B	Bisphenol	44	181	299				2
2031	5783	5782	F	B	5Aza	44	177	294				2
6983	5888	5842	F	B	Bisphenol	44	186	292				1
1426	5864	5947	M	B	IC	44	169	267				2
6966	5783	5782	M	B	Bisphenol	44	163	265				1
7135	5867	5863	M	B	Genistein	44	171	262				1
2234	5784	5733	F	B	Control	44	176	261				2
2250	5884	5803	M	B	Control	44	158	253				2
7412	5821	5819	F	B	Control	44	167	249				1
1880	5822	5778	F	B	Genistein	44	168	242				2
7376	5799	5907	M	B	Control	44	171	236				1
7354	5867	5863	M	B	Control	44.2	168	269				1
6967	5783	5782	F	B	Bisphenol	44.9		307				1
7402	5783	5782	M	B	Control	44.9	178	262				1
7371	5747	5801	F	B	Control	45	182	280				1
2243	5864	5947	F	B	Control	45	188	275				2
6760	5799	5907	F	B	5Aza	45	180	274				1
1636	5744	5806	F	B	Bisphenol	45	173	272				2
6591	5878	5728	F	B	IC	45	182	263				1
6938	5799	5907	M	B	Bisphenol	45	184	262				1
7393	5744	5806	M	B	Control	45	168	260				1
2021	5751	5735	F	B	5Aza	45	167	248				2
7397	5936	5741	F	B	Control	45	170	245				1
7391	5751	5735	M	B	Control	45	171	242				1
7187	5821	5819	F	B	Genistein	45.2	182	264				1
6957	5751	5735	F	B	Bisphenol	45.7	162	246				1
6599	5934	5938	M	B	IC	46		267				1
1845	5788	5896	F	B	Genistein	46	168	257				2
2230	5858	5740	M	B	Control	46	172					2
7413	5821	5819	F	B	Control	46.1	178	257				1
6603	5797	5862	M	B	IC	46.5	178	249				1
1421	5783	5782	F	B	IC	47	178	289				2
1393	5788	5896	F	B	IC	47	187	281				2
1655	5864	5947	F	B	Bisphenol	47	177	275				2
1654	5864	5947	M	B	Bisphenol	47	181	262				2
7390	5751	5735	F	B	Control	47	181	252				1
7148	5799	5907	F	B	Genistein	47.1	185	269				1
6979	5864	5947	M	B	Bisphenol	47.4	185	264				1
1599	5867	5863	F	B	Bisphenol	48	188	303				2
1658	5897	5899	F	B	Bisphenol	48	186	284				2
6921	5867	5863	M	B	Bisphenol	49	102	280				1
6954	5797	5862	F	B	Bisphenol	49	196	267				1
6948	5772	5780	F	B	Bisphenol	52	197	267				1
6766	5772	5780	M	B	5Aza	52.2	185	245				1
7401	5783	5782	M	B	Control	53.1	210	315				1
7175	5773	5748	F	B	Genistein		172	243				1
1706	6240	6266	M	S+	Bisphenol	19	67	114	139			2
6701	6430	6209	M	S+	IC	18.6	64	111	145			1
6677	6408	6420	M	S+	IC	17	69	120	148			1
2079	6399	6304	M	S+	5Aza	17	69	115	150			2
2085	6307	6307	F	S+	5Aza	19	68	113	151			2
1506	6364	6261	M	S+	IC	21	78	123	154			2
6704	6399	6304	M	S+	IC	18.8	70	119	155			1
7030	6315	6376	M	S+	Bisphenol	23	84	125	156			1
1514	6393	6194	M	S+	IC	23	72	123	156			2
2360	6275	6401	M	S+	Control	23	65	112	156			2
6682	6305	6245	M	S+	IC	23.1	92	134	156			1
1737	6343	6311	M	S+	Bisphenol	18	68	117	157			2
7236	6408	6420	M	S+	Genistein	21	87	129	157			1
6812	6408	6420	M	S+	5Aza	20	77	125	159			1
1505	6343	6311	M	S+	IC	22	78	130	159			2
6709	6289	6256	M	S+	IC	20.5	83	120	160			1
7062	6280	6405	M	S+	Bisphenol	23	81	120	160			1
7040	6153	6279	M	S+	Bisphenol	20	79	122	161			1
2078	6275	6401	M	S+	5Aza	20	73	124	162			2
2084	6289	6256	F	S+	5Aza	20	76	123	162			2
7492	6305	6245	M	S+	Control	20		116	162			1
6681	6240	6266	M	S+	IC	23	72	118	162			1
2338	6205	6239	M	S+	Control	24	93	150	162			2
1934	6296	6197	M	S+	Genistein	20	72	125	163			2
2374	6289	6256	M	S+	Control	20	75	122	163			2
7034	6240	6266	M	S+	Bisphenol	21	86	134	164			1
2361	6249	6283	M	S+	Control	24	77	127	164			2
1702	6408	6420	M	S+	Bisphenol	18	65	115	165			2
2378	6189	6189	M	S+	Control	19	76	125	166			2
6841	6259	6259	M	S+	5Aza	21.3	86	134	166			1
6846	6338	6271	M	S+	5Aza	22	84	136	166			1
1500	6399	6304	M	S+	IC	22	82	132	166			2
7489	6284	6413	M	S+	Control	23	74	115	166			1
7543	6259	6259	M	S+	Control	24.8	85	129	166			1
2331	6240	6266	M	S+	Control	22	75	132	167			2
1480	6408	6420	F	S+	IC	22	77	129	167			2
6712	6330	6330	M	S+	IC	22	80	122	167			1
2062	6240	6266	M	S+	5Aza	24	81	110	167			2
6825	6325	6400	M	S+	5Aza	19	77	128	168			1
2328	6408	6420	M	S+	Control	20		129	168			2
6676	6408	6420	M	S+	IC	21	78	126	168			1
2346	6153	6279	M	S+	Control	22	88	137	168			2
1705	6240	6266	M	S+	Bisphenol	23	77	126	168			2
7037	6195	6320	M	S+	Bisphenol	19.8	84	128	169			1
6674	6315	6376	M	S+	IC	22	75	134	169			1
1498	6430	6209	M	S+	IC	22	78	125	169			2
7547	6338	6271	M	S+	Control	22.5	87	135	169			1
1946	6347	6223	M	S+	Genistein	23	82	139	169			2
7036	6205	6239	M	S+	Bisphenol	23.3	75	129	169			1
1927	6195	6320	F	S+	Genistein	13	43	103	170			2
7271	6396	6342	M	S+	Genistein	18	59	97	170			1
6717	6393	6194	M	S+	IC	18.5	63	119	170			1
1753	6409	6276	M	S+	Bisphenol	21	75	117	170			2
1723	6294	6248	M	S+	Bisphenol	21	69	116	170			2
7484	6352	6288	M	S+	Control	22	90	130	170			1
1707	6240	6266	M	S+	Bisphenol	23	86	141	170			2
1933	6288	6246	M	S+	Genistein	19	76	119	171			2
6833	6330	6330	M	S+	5Aza	19	72	117	171			1
2077	6426	6263	M	S+	5Aza	25	90	134	171			2
1733	6212	6397	M	S+	Bisphenol	16	58	117	172			2
7063	6396	6342	M	S+	Bisphenol	21	77	128	172			1
7267	6393	6194	M	S+	Genistein	21.7	82	129	173			1
7542	6259	6259	M	S+	Control	22	81	132	173			1
1483	6284	6413	F	S+	IC	22	74	125	173			2
7054	6307	6307	M	S+	Bisphenol	25	93	134	173			1
7060	6338	6271	M	S+	Bisphenol	26	89	142	173			1
1511	6189	6189	F	S+	IC	18	69	124	174			2
1497	6249	6283	M	S+	IC	20	71	129	174			2
1717	6153	6279	M	S+	Bisphenol	23	87	135	174			2
6849	6396	6342	M	S+	5Aza	20	75	130	175			1
1921	6352	6288	F	S+	Genistein	21	80	130	175			2
6722	6396	6342	M	S+	IC	22	85	128	175			1
7029	6352	6288	M	S+	Bisphenol	22.7	85	127	175			1
6821	6153	6279	M	S+	5Aza	24	98	143	175			1
7537	6341	6341	M	S+	Control	23	80	135	176			1
1924	6293	6254	M	S+	Genistein	23	81	135	176			2
2070	6288	6246	M	S+	5Aza	16	72	120	177			2
6815	6305	6245	M	S+	5Aza	19.8	77	131	177			1
2349	6389	6358	M	S+	Control	23	77	133	177			2
6842	6259	6259	M	S+	5Aza	24	90	142	177			1
1485	6305	6245	F	S+	IC	20	79	132	178			2
7258	6399	6304	M	S+	Genistein	22	81	137	178			1
7261	6383	6383	M	S+	Genistein	24	84	131	178			1
7531	6289	6256	M	S+	Control	24	78	127	178			1
1507	6289	6256	F	S+	IC	19	73	124	179	64	12	2
6694	6190	6380	M	S+	IC	21	80	135	179			1
6816	6359	6313	M	S+	5Aza	22	90	137	179			1
1730	6275	6401	F	S+	Bisphenol	29	58	110	180	68	6	2
1504	6295	6349	F	S+	IC	22	80	138	180			2
2351	6288	6246	M	S+	Control	25	84	132	180			2
2380	6189	6189	M	S+	Control	18	69	124	181			2
2086	6231	6231	M	S+	5Aza	20	70	128	181			2
1508	6289	6256	F	S+	IC	21	80	130	181			2
7240	6293	6254	M	S+	Genistein	22	86	130	181			1
1944	6399	6304	F	S+	Genistein	23	83	141	181			2
7523	6412	6262	M	S+	Control	25.7	100	139	181			1
1925	6240	6266	F	S+	Genistein	16	64	120	183			2
2377	6332	6332	M	S+	Control	20	74	131	183			2
7064	6310	6377	M	S+	Bisphenol	21.1	82	132	183			1
7269	6338	6271	M	S+	Genistein	23	82	136	183			1
6685	6205	6239	M	S+	IC	24	82	136	183			1
6826	6297	6327	M	S+	5Aza	25	93	143	183			1
2326	6408	6420	F	S+	Control	19	75	133	184	57	14	2
6725	6427	6188	M	S+	IC	18.1	76	135	184			1
6713	6341	6341	M	S+	IC	20	74	132	184			1
6692	6325	6400	M	S+	IC	21	78	133	184			1
1749	6429	6429	M	S+	Bisphenol	22	80	134	184			2
1751	6280	6405	M	S+	Bisphenol	23	85	142	184			2
7507	6297	6327	M	S+	Control	23	83	127	184			1
6834	6330	6330	M	S+	5Aza	23.5	77	126	184			1
6836	6341	6341	M	S+	5Aza	22.4	84	125	185			1
1503	6347	6223	M	S+	IC	23	87	135	185			2
7239	6293	6254	M	S+	Genistein	23.8	89	133	185			1
6819	6398	6210	M	S+	5Aza	24.5	93	148	185			1
1937	6282	6424	F	S+	Genistein	27	86	138	185			2
7248	6153	6279	F	S+	Genistein	24	83	134	186	62	1	1
1752	6409	6276	F	S+	Bisphenol	15	65	125	186	69	6	2
6689	6153	6279	F	S+	IC	21	85	130	186	61	10	1
1491	6190	6380	M	S+	IC	20	82	144	186			2
7516	6190	6380	M	S+	Control	20.8	95	148	186			1
7518	6282	6424	M	S+	Control	22.4	78	128	186			1
7514	6288	6246	M	S+	Control	22.6	91	131	186			1
2385	6393	6194	M	S+	Control	19	82	131	187			2
1495	6282	6424	M	S+	IC	22	89		187			2
1939	6426	6263	F	S+	Genistein	25	91	150	187			2
6813	6284	6413	M	S+	5Aza	28.7	98	146	187			1
1732	6399	6304	M	S+	Bisphenol		81	135	187			2
2075	6215	6410	F	S+	5Aza	23	88	138	188			2
6810	6352	6288	M	S+	5Aza	23	88	130	188			1
2067	6153	6279	M	S+	5Aza	25	88	146	188			2
7502	6153	6279	M	S+	Control	25.2	96	153	188			1
6710	6307	6307	M	S+	IC	26	96	141	188			1
2088	6310	6377	F	S+	5Aza	22	75	128	189	67	9	2
7042	6325	6400	M	S+	Bisphenol	18	78	127	189			1
1923	6408	6420	F	S+	Genistein	21	80	132	189			2
6837	6341	6341	M	S+	5Aza	21	74	126	189			1
7498	6205	6239	M	S+	Control	24	84	144	189			1
7049	6213	6411	M	S+	Bisphenol	24.5	85	137	189			1
1714	6398	6210	M	S+	Bisphenol	26	100	153	189			2
2347	6297	6327	M	S+	Control	22	83	130	190			2
6828	6288	6246	M	S+	5Aza	24.8	94	139	190			1
7263	6330	6330	M	S+	Genistein	27.4	88	122	190			1
7055	6332	6332	M	S+	Bisphenol	25	87	138	191			1
7238	6284	6413	M	S+	Genistein	22	80	129	192			1
6817	6359	6313	F	S+	5Aza	22.7	85	139	192			1
1932	6389	6358	M	S+	Genistein	25	87	140	192			2
1920	6312	6386	F	S+	Genistein	24	86	133	193	59	17	2
2392	6310	6377	F	S+	Control	21	76	129	193	57	20	2
1501	6399	6304	M	S+	IC	18	70	127	193			2
1930	6398	6210	M	S+	Genistein	25	95	153	193			2
7242	6240	6266	F	S+	Genistein	23	80	123	194	53	15	1
1739	6364	6261	M	S+	Bisphenol	22	79	137	194			2
1486	6205	6239	M	S+	IC	22	80	135	194			2
7253	6282	6424	M	S+	Genistein	23	87	145	194			1
6851	6396	6342	M	S+	5Aza	24.3	92	138	194			1
1931	6389	6358	F	S+	Genistein	24	86	137	195	60	13	2
1727	6215	6410	F	S+	Bisphenol	16	72	125	195	60	14	2
7043	6389	6358	M	S+	Bisphenol	25.7	89	143	195			1
1481	6408	6420	F	S+	IC	23	87	138	196	57	15	2
2091	6361	6199	M	S+	5Aza	22	83	149	196			2
7056	6332	6332	F	S+	Bisphenol	24	94	146	196			1
7268	6338	6271	M	S+	Genistein	26.9	98	151	196			1
6683	6359	6313	F	S+	IC	22	90	138	197	61	2	1
6718	6393	6194	F	S+	IC	20		132	197	57	5	1
6680	6240	6266	F	S+	IC	22	81	128	197	63	7	1
6706	6347	6223	M	S+	IC	19.8	72	124	197			1
7529	6347	6223	M	S+	Control	22.2	87	142	197			1
1746	6332	6332	M	S+	Bisphenol	24	91	149	197			2
1740	6364	6261	F	S+	Bisphenol	19	74	132	198	68	5	2
1754	6310	6377	F	S+	Bisphenol	20	72	119	198	61	15	2
1492	6296	6197	F	S+	IC	22	81	130	198	58	17	2
1487	6398	6210	M	S+	IC	22	88	145	198			2
7041	6325	6400	F	S+	Bisphenol	20.8	75	133	199	59	9	1
7249	6297	6327	F	S+	Genistein	19	75	129	199	58	13	1
2066	6153	6279	M	S+	5Aza	17	73	125	199			2
1731	6399	6304	F	S+	Bisphenol	20	69	131	199			2
6831	6289	6256	M	S+	5Aza	23.6	87	128	199			1
6687	6195	6320	M	S+	IC	24.3	90	140	199			1
2353	6190	6380	M	S+	Control	26	97	150	199			2
1940	6275	6401	F	S+	Genistein	24	81	136	200	66	10	2
1720	6297	6327	F	S+	Bisphenol	20	81	132	200	58	18	2
1756	6427	6188	M	S+	Bisphenol	24	83	146	200			2
1922	6315	6376	M	S+	Genistein	25	92	151	200			2
7535	6330	6330	F	S+	Control	21	87	132	201	61	5	1
7065	6361	6199	F	S+	Bisphenol	20	70	124	201	52	12	1
1744	6341	6341	F	S+	Bisphenol	21	80	127	201	62	12	2
1745	6332	6332	M	S+	Bisphenol	23	87	153	201			2
2074	6282	6424	M	S+	5Aza	23	86	149	201			2
7243	6372	6431	M	S+	Genistein	25.4	97	143	201			1
1743	6383	6383	F	S+	Bisphenol	22	82	137	202	58	2	2
7488	6408	6420	F	S+	Control	24.4	90	137	202	60	9	1
7539	6332	6332	M	S+	Control	25	96	156	202			1
2089	6361	6199	M	S+	5Aza	25	89	149	202			2
6829	6282	6424	M	S+	5Aza	25	86	136	202			1
2324	6352	6288	F	S+	Control	24	88	140	203	57	11	2
7032	6293	6254	F	S+	Bisphenol	26	90	140	203	57	15	1
7549	6396	6342	M	S+	Control	24	92	142	203			1
7487	6315	6376	F	S+	Control	23	80	131	204	63	2	1
7234	6352	6288	F	S+	Genistein	20.6	77	130	204	65	4	1
6824	6415	6318	F	S+	5Aza	20.8	81	124	204	61	9	1
6845	6393	6194	F	S+	5Aza	21	85	134	204	58	13	1
2343	6398	6210	M	S+	Control	23	95	157	204			2
1490	6389	6358	M	S+	IC	23	80	143	204			2
1703	6408	6420	F	S+	Bisphenol	22	86	140	205	60	10	2
2366	6212	6397	F	S+	Control	13	49	103	205	64	12	2
7501	6398	6210	M	S+	Control	18.4	92	148	205			1
6698	6412	6262	M	S+	IC	20.7	90	138	205			1
1757	6427	6188	M	S+	Bisphenol	22	85	144	205			2
1935	6296	6197	M	S+	Genistein	23	89	149	205			2
1955	6427	6188	M	S+	Genistein	28	100	153	205			2
6703	6399	6304	F	S+	IC	19	81	130	206	60	10	1
1954	6310	6377	F	S+	Genistein	24	86	140	206	58	11	2
7245	6205	6239	M	S+	Genistein	24	90	143	206			1
1712	6207	6224	M	S+	Bisphenol	23	82	146	207			2
7256	6412	6262	M	S+	Genistein	25	99	143	207			1
7503	6153	6279	F	S+	Control	23	91	139	208	70	2	1
