ID	father	mother	sex	line	treat	d8weight	d21weight	d36weight	d78weight	age1stegg	eggNumber	batch
7244	6205	6239	F	S+	Genistein	22.2	81	133	208	57	9	1
2350	6288	6246	F	S+	Control	24	92	143	208	59	17	2
6850	6396	6342	F	S+	5Aza	21.8	87	140	209	61	3	1
1509	6383	6383	F	S+	IC	23	88	140	209	69	4	2
7053	6289	6256	F	S+	Bisphenol	24	96	140	209	59	11	1
7039	6278	6235	M	S+	Bisphenol	29	103	163	209			1
7045	6288	6246	F	S+	Bisphenol	23	91	136	210	61	7	1
6711	6307	6307	F	S+	IC	25.7	88	139	210	59	10	1
6715	6429	6429	F	S+	IC	24.1	87	131	210	59	11	1
6679	6240	6266	F	S+	IC	23.8	92	135	211	63	8	1
1710	6205	6239	F	S+	Bisphenol	19	78	137	211	64	12	2
1952	6280	6405	F	S+	Genistein		84	147	211	62	14	2
6839	6189	6189	F	S+	5Aza	19.5	74	116	211			1
7486	6315	6376	F	S+	Control	24	85	136	212	58	4	1
6820	6278	6235	F	S+	5Aza	23	84	138	212	63	8	1
6705	6212	6397	F	S+	IC	14	61	113	212	59	13	1
2082	6343	6311	F	S+	5Aza	18	60	116	212			2
7538	6341	6341	F	S+	Control	25.7	90	138	213	63	8	1
7490	6240	6266	F	S+	Control	26	90	144	213	54	14	1
1729	6275	6401	F	S+	Bisphenol	23	84	136	213	59	17	2
1713	6398	6210	F	S+	Bisphenol	21	83	143	214	59	18	2
6723	6361	6199	F	S+	IC	24.6	88	142	214			1
7254	6215	6410	F	S+	Genistein	23	84	133	215	61	6	1
1479	6312	6386	F	S+	IC	28	100	152	215	63	12	2
1747	6189	6189	F	S+	Bisphenol	20	76	130	215	62	13	2
1938	6426	6263	F	S+	Genistein	21	82	132	215	61	15	2
2329	6293	6254	F	S+	Control	21	82	135	215	61	16	2
7527	6212	6397	F	S+	Control	13.4	67	125	215			1
7552	6427	6188	M	S+	Control	21.6	87	146	215			1
6822	6153	6279	F	S+	5Aza	22.3	93	138	215			1
6823	6415	6318	F	S+	5Aza	22	87	131	216	60	12	1
2341	6398	6210	F	S+	Control	24	94	159	216	62	14	2
2339	6195	6320	F	S+	Control	18	71	130	217	64	1	2
6853	6361	6199	F	S+	5Aza	25	97	149	217	58	2	1
2365	6399	6304	F	S+	Control	24	86	146	217	64	10	2
1515	6280	6405	F	S+	IC	21	82	142	218	71	3	2
1750	6338	6271	F	S+	Bisphenol	27	92	150	218	59	16	2
7048	6215	6410	F	S+	Bisphenol	26.5	90	141	219	60	6	1
6699	6412	6262	F	S+	IC	22	92	143	219	58	13	1
2064	6221	6392	F	S+	5Aza	19	81	140	219	56	19	2
7540	6332	6332	F	S+	Control	25	95	148	219			1
2072	6296	6197	M	S+	5Aza	25	88	147	219			2
7235	6352	6288	F	S+	Genistein	25	89	135	219			1
7536	6330	6330	M	S+	Control	26	90	132	219			1
1936	6282	6424	F	S+	Genistein	23	91	145	220	70	5	2
7521	6213	6411	F	S+	Control	26	89	134	220	60	7	1
1722	6389	6358	F	S+	Bisphenol	23	77	135	220	58	9	2
6678	6284	6413	F	S+	IC	30.6	99	152	220	57	11	1
2352	6190	6380	F	S+	Control	21	78	138	220			2
7252	6190	6380	F	S+	Genistein	25	97	140	221	67	2	1
7522	6412	6262	F	S+	Control	27.2	96	149	221	57	14	1
6696	6190	6380	F	S+	IC	21	78	129	221			1
6686	6195	6320	M	S+	IC	22	91	134	221			1
7495	6372	6431	F	S+	Control	24	85	138	221			1
2069	6294	6248	F	S+	5Aza	26	90	137	222	63	2	2
7035	6240	6266	F	S+	Bisphenol	25.5	82	136	222	61	7	1
7255	6213	6411	F	S+	Genistein	28.1	101	153	222	61	9	1
2379	6189	6189	F	S+	Control	18	70	132	222	62	14	2
1726	6296	6197	F	S+	Bisphenol	21	83	139	222	57	18	2
7068	6427	6188	F	S+	Bisphenol	23	85	139	222			1
7050	6249	6283	F	S+	Bisphenol	20	69	132	223	57	10	1
1736	6347	6223	F	S+	Bisphenol	21	80	143	223	59	10	2
7517	6282	6424	F	S+	Control	26	90	142	223	59	12	1
7058	6259	6259	F	S+	Bisphenol	24.7	92	125	223	56	15	1
1496	6282	6424	F	S+	IC	21		144	223	62	15	2
2354	6296	6197	F	S+	Control	24	88	144	223	59	16	2
2389	6280	6405	F	S+	Control	21	78	142	223	59	17	2
1499	6430	6209	F	S+	IC	24	86	132	223	59	17	2
1721	6389	6358	F	S+	Bisphenol	23	83	141	224	61	6	2
2384	6429	6429	F	S+	Control	24	86	136	224	59	17	2
2383	6259	6259	F	S+	Control	29	90	148	224			2
1738	6343	6311	F	S+	Bisphenol	25	92	153	225	62	6	2
6835	6341	6341	F	S+	5Aza	20		138	225	60	11	1
7250	6389	6358	F	S+	Genistein	20.3	75	133	226	58	2	1
1478	6312	6386	F	S+	IC	27	100	152	226	69	5	2
7513	6288	6246	F	S+	Control	28.5	104	151	226	58	13	1
2323	6352	6288	F	S+	Control	28	92	147	226	57	17	2
6721	6396	6342	F	S+	IC	23	89	154	227	64	4	1
7067	6427	6188	F	S+	Bisphenol	23	86	142	227	61	9	1
2345	6153	6279	F	S+	Control	23	90	138	228			2
7044	6389	6358	F	S+	Bisphenol	26.2	98	153	229	70	2	1
6830	6213	6411	F	S+	5Aza	25	92	150	229	62	7	1
2369	6347	6223	F	S+	Control	21	100	153	229	59	18	2
7262	6307	6307	F	S+	Genistein	23	85	138	230	58	12	1
6847	6280	6405	F	S+	5Aza	21	65	122	230			1
1928	6191	6388	F	S+	Genistein	23	95	159	231	72	5	2
6690	6153	6279	F	S+	IC	28	102	149	231	64	6	1
7033	6293	6254	F	S+	Bisphenol	23	92	143	231	60	8	1
7059	6231	6231	F	S+	Bisphenol	22.7	90	141	231	61	10	1
2396	6427	6188	F	S+	Control	21	86	151	231	61	15	2
2395	6361	6199	F	S+	Control	28	95	149	231	61	15	2
1728	6426	6263	F	S+	Bisphenol	25	89	148	232	64	11	2
7509	6389	6358	F	S+	Control	26	94	150	232	59	12	1
2092	6427	6188	F	S+	5Aza	24	91	149	232	60	14	2
2387	6338	6271	F	S+	Control	26	92	136	233	62	13	2
1502	6212	6397	F	S+	IC	14	57	112	233	58	16	2
7061	6338	6271	F	S+	Bisphenol	29.1	108	160	234	54	10	1
2370	6295	6349	F	S+	Control	27	111	154	234	59	17	2
1493	6296	6197	F	S+	IC	22	89	152	235	68	5	2
7493	6305	6245	F	S+	Control	23	94	137	235	66	6	1
1484	6284	6413	F	S+	IC	22	78	137	235	60	10	2
6688	6278	6235	F	S+	IC	21	90	145	236	61	11	1
7260	6289	6256	F	S+	Genistein	25	94	140	236			1
2359	6426	6263	F	S+	Control	27	94	149	236			2
2337	6205	6239	F	S+	Control	20	82	155	239	72	4	2
2368	6347	6223	F	S+	Control	25	87	147	240	57	7	2
7519	6282	6424	F	S+	Control	21	88	144	241	59	11	1
1942	6249	6283	F	S+	Genistein	21	83	147	242	60	10	2
2386	6338	6271	F	S+	Control	24	91	147	243	56	3	2
2333	6305	6245	F	S+	Control	20	74	137	243	61	14	2
7051	6249	6283	F	S+	Bisphenol	26	97	149	244	52	13	1
7500	6398	6210	F	S+	Control	24	83	151	245	58	13	1
2335	6372	6431	F	S+	Control	26	102	146	246	65	3	2
7038	6207	6224	F	S+	Bisphenol	26	105	166	246	57	6	1
6714	6332	6332	F	S+	IC	25.7	102	159	246	59	12	1
1929	6398	6210	F	S+	Genistein	25	99	157	246	58	15	2
2367	6347	6223	F	S+	Control	21	94	153	246			2
7246	6195	6320	F	S+	Genistein	23.2	90	140	246			1
6695	6190	6380	F	S+	IC	19.1	86	150	247			1
7257	6412	6262	F	S+	Genistein	24.8	89	140	248			1
1755	6361	6199	F	S+	Bisphenol	27	95	160	249	58	18	2
6843	6429	6429	F	S+	5Aza	26.8	107	154	251	65	7	1
2073	6282	6424	F	S+	5Aza	23	89	141	251			2
1516	6280	6405	F	S+	IC	16	72	145	253	63	13	2
1951	6338	6271	F	S+	Genistein	25	91	163	254	55	19	2
2355	6213	6411	F	S+	Control	28	102	158	255			2
2357	6213	6411	F	S+	Control	28	99	171	260	60	12	2
7528	6347	6223	F	S+	Control	21	85	145	261	58	1	1
7241	6293	6254	F	S+	Genistein	26.2	96	152	261	62	9	1
6697	6213	6411	F	S+	IC	29	111	166	263	62	9	1
2348	6389	6358	F	S+	Control	25	80	145	268			2
2071	6190	6380	F	S+	5Aza	22	99	159	271	60	16	2
2330	6240	6266	F	S+	Control	19	70	122		59	2	2
1950	6393	6194		S+	Genistein	12						2
2081	6212	6397	F	S+	5Aza	13	34	64				2
1510	6189	6189		S+	IC	13						2
1711	6195	6320	M	S+	Bisphenol	14	53	110				2
2090	6361	6199	F	S+	5Aza	15	48	104				2
1945	6212	6397	F	S+	Genistein	16	67	124				2
1719	6297	6327	F	S+	Bisphenol	16	57	113				2
2364	6399	6304	F	S+	Control	16	51	107				2
2391	6409	6276	F	S+	Control	17	75	124				2
2063	6195	6320		S+	5Aza	17						2
7494	6285	6419	M	S+	Control	17.8	76	123				1
1715	6278	6235	F	S+	Bisphenol	18	73	131				2
2087	6280	6405	F	S+	5Aza	18	67					2
1941	6275	6401	F	S+	Genistein	18	71					2
7272	6361	6199		S+	Genistein	18.3						1
7270	6280	6405	F	S+	Genistein	18.6	68	131				1
1512	6393	6194	F	S+	IC	19	82	134				2
1513	6393	6194	F	S+	IC	19	71	131				2
1947	6347	6223	M	S+	Genistein	19	79	127				2
1742	6383	6383	F	S+	Bisphenol	19	74	120				2
1943	6249	6283	F	S+	Genistein	19	62	118				2
1741	6364	6261	F	S+	Bisphenol	19	70	117				2
7047	6215	6410	F	S+	Bisphenol	19	69	107				1
7052	6364	6261		S+	Bisphenol	19.1						1
6724	6361	6199	F	S+	IC	19.5	58	121				1
1724	6190	6380	F	S+	Bisphenol	20	80	140				2
2334	6372	6431	F	S+	Control	20	81	140				2
7550	6310	6377	F	S+	Control	20	76	134				1
2340	6195	6320	F	S+	Control	20	75	134				2
2372	6289	6256	F	S+	Control	20	76	131				2
7491	6240	6266	F	S+	Control	20		128				1
2327	6408	6420	F	S+	Control	20	78	122				2
1482	6408	6420	F	S+	IC	20	75	121				2
1716	6375	6268	F	S+	Bisphenol	20	72	120				2
7057	6189	6189		S+	Bisphenol	20						1
7541	6189	6189		S+	Control	20						1
7259	6295	6349		S+	Genistein	20						1
6814	6305	6245		S+	5Aza	20.2						1
6719	6393	6194		S+	IC	20.2						1
7525	6371	6230	M	S+	Control	20.7	77	114				1
7534	6307	6307	F	S+	Control	20.8	80	130				1
6827	6297	6327	M	S+	5Aza	21	77	132				1
1708	6305	6245	F	S+	Bisphenol	21	80	132				2
1735	6347	6223	F	S+	Bisphenol	21	78	132				2
2325	6315	6376	F	S+	Control	21	76	132				2
1953	6310	6377	F	S+	Genistein	21	77	132				2
1489	6153	6279	F	S+	IC	21	83	129				2
7508	6297	6327	M	S+	Control	21	81	126				1
1709	6305	6245	F	S+	Bisphenol	21	80	124				2
1517	6310	6377	F	S+	IC	21	75					2
7511	6294	6248	M	S+	Control	21.3	83	137				1
6691	6415	6318	M	S+	IC	21.4		126				1
7524	6371	6230	F	S+	Control	21.6	88	141				1
7546	6393	6194		S+	Control	21.8						1
2344	6153	6279	M	S+	Control	22	87	135				2
6818	6285	6419	M	S+	5Aza	22	85	132				1
2373	6289	6256	F	S+	Control	22	80	129				2
7485	6352	6288	M	S+	Control	22	81	125				1
1948	6330	6330	F	S+	Genistein	22	79	125				2
6832	6383	6383	M	S+	5Aza	22	85	124				1
7247	6207	6224	F	S+	Genistein	22						1
7265	6393	6194		S+	Genistein	22						1
7251	6389	6358	F	S+	Genistein	22.1	83	137				1
7533	6289	6256	M	S+	Control	22.2	73	125				1
7532	6289	6256	M	S+	Control	22.3	85	125				1
7530	6347	6223	M	S+	Control	22.9	87	138				1
1949	6259	6259	F	S+	Genistein	23	90	149				2
6854	6427	6188	F	S+	5Aza	23	74	147				1
6720	6338	6271	F	S+	IC	23	86	145				1
2381	6259	6259	F	S+	Control	23	90	143				2
2394	6310	6377	F	S+	Control	23	77	142				2
6840	6189	6189	M	S+	5Aza	23	91	139				1
1704	6284	6413	F	S+	Bisphenol	23	82	138				2
7544	6429	6429	F	S+	Control	23	85	128				1
6707	6364	6261	F	S+	IC	23	78	125				1
7505	6415	6318	M	S+	Control	23	80	124				1
7031	6315	6376		S+	Bisphenol	23						1
7066	6361	6199		S+	Bisphenol	23						1
7504	6415	6318	F	S+	Control	23.1	83	134				1
7497	6205	6239	M	S+	Control	23.2	84	146				1
6684	6372	6431	M	S+	IC	23.7						1
2363	6249	6283	F	S+	Control	24	89	155				2
6700	6371	6230	M	S+	IC	24	83	145				1
2376	6341	6341	F	S+	Control	24	80	143				2
2336	6372	6431	F	S+	Control	24	90	142				2
7515	6190	6380	F	S+	Control	24	94	141				1
7526	6430	6209	F	S+	Control	24	90	141				1
2362	6249	6283	F	S+	Control	24	80	140				2
2388	6280	6405	F	S+	Control	24	77	140				2
2322	6352	6288	F	S+	Control	24	84	135				2
7512	6288	6246	M	S+	Control	24	88	134				1
1748	6259	6259	F	S+	Bisphenol	24	79	132				2
7545	6429	6429	F	S+	Control	24	81	132				1
2371	6343	6311	F	S+	Control	24	71	131				2
2332	6305	6245	F	S+	Control	24		126				2
7046	6282	6424	F	S+	Bisphenol	24	89					1
7520	6215	6410	M	S+	Control	24.4	90	145				1
7551	6361	6199	F	S+	Control	24.8	101	159				1
7548	6396	6342	M	S+	Control	24.9	93	137				1
2393	6310	6377	F	S+	Control	25	90	144				2
6852	6310	6377	M	S+	5Aza	25	74	121				1
6673	6352	6288		S+	IC	25						1
6811	6315	6376	F	S+	5Aza	25.7	87					1
7237	6284	6413	F	S+	Genistein	25.8	91	147				1
6702	6430	6209	F	S+	IC	25.9	89	141				1
7499	6195	6320	F	S+	Control	26	103	156				1
1700	6312	6386	F	S+	Bisphenol	26	92	147				2
2382	6259	6259	F	S+	Control	26	85	143				2
7264	6429	6429		S+	Genistein	26.4						1
2342	6398	6210	F	S+	Control	27	101	169				2
1701	6312	6386	F	S+	Bisphenol	27	93	148				2
7506	6336	6232	F	S+	Control	27	97	145				1
2390	6396	6342	F	S+	Control	27	89	143				2
2358	6412	6262	F	S+	Control	28	98	150				2
